Company,Business & Soft Skills,Cloud & Infrastructure,Data & Machine Learning,Databases,Education & Certifications,Hardware & Manufacturing,Programming Languages,Security,Web & Frameworks
Google,0.4737300796812749,0.07171314741035857,0.04307768924302789,0.015687250996015936,0.16733067729083664,0.02838645418326693,0.14218127490039842,0.02427788844621514,0.033615537848605576
YouTube,0.5193798449612403,0.0,0.08527131782945736,0.023255813953488372,0.16279069767441862,0.023255813953488372,0.15503875968992248,0.015503875968992248,0.015503875968992248
